Code;Actie;Beleidsitem code;Algemene rekening;Economische sectorcode;Investeringsenveloppe;Eerste omschrijving;2014;2015;2016;2017;2018;2019
BP2014_2019-1/4.1.2.1/0701-00/2400000/BESTUUR/CBS/600/IE5/U;4.1.2.1;0701-00;2400000;600;IE5;theatertechnische investeringen;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 2,000.00
BP2014_2019-1/4.1.2.1/0709-00/2140000/BESTUUR/CBS/600/IE5/U;4.1.2.1;0709-00;2140000;600;IE5;studiekosten renovatie stookplaatsen buurthuis;€ 0.00;;;;;
BP2014_2019-1/4.1.2.1/0709-00/2210500/BESTUUR/CBS/600/IE5/U;4.1.2.1;0709-00;2210500;600;IE5;electriciteit/verwarmingsketel buurthuis Korbeek-Lo;€ 8,308.67;;€ 20,000.00;;;
BP2014_2019-1/4.1.2.1/0709-00/2300000/BESTUUR/CBS/600/IE5/U;4.1.2.1;0709-00;2300000;600;IE5;aankopen De Velpe & Buurthuis;€ 600.00;€ 13,100.00;€ 700.00;€ 1,600.00;€ 3,000.00;€ 1,900.00
BP2014_2019-1/4.1.2.1/0709-00/2420000/BESTUUR/CBS/600/IE5/U;4.1.2.1;0709-00;2420000;600;IE5;aankoop rolgordijnen Buurthuis en De Borre;€ 4,700.00;;;;;
BP2014_2019-1/4.1.2.1/0740-00/2400000/BESTUUR/CBS/600/IE5/U;4.1.2.1;0740-00;2400000;600;IE5;aanleg kleine buitensportterreinen;;€ 5,000.00;€ 8,000.00;;;€ 5,000.00
BP2014_2019-1/4.1.2.2/0701-00/2140007/BESTUUR/CBS/600/IE5/U;4.1.2.2;0701-00;2140007;600;IE5;cultuur Verhogen van kijk-en zitcomfort (studiekosten);;;€ 30,600.00;€ 20,400.00;;
BP2014_2019-1/4.1.2.2/0701-00/2210500/BESTUUR/CBS/600/IE5/U;4.1.2.2;0701-00;2210500;600;IE5;cultuur Verhogen van kijk-en zitcomfort;;;;€ 510,000.00;;
BP2014_2019-1/4.1.2.3/0709-00/6640000/BESTUUR/CBS/500/IE5/U;4.1.2.3;0709-00;6640000;500;IE5;investeringssubsidie CC Lovenjoel;€ 38,000.00;;;;;
BP2014_2019-1/4.2.1.1/0750-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.1;0750-00;6493000;800;IE-GEEN;Subsidie jeugdwerk;€ 16,029.10;€ 14,426.19;€ 14,426.19;€ 14,426.19;€ 14,426.19;€ 14,426.19
BP2014_2019-1/4.2.1.2/0740-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.2;0740-00;6493000;800;IE-GEEN;Impulssubsidies sportverenigingen;€ 8,200.00;€ 8,500.00;€ 8,500.00;€ 8,500.00;€ 8,500.00;€ 8,500.00
BP2014_2019-1/4.2.1.3/0740-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.3;0740-00;6493000;800;IE-GEEN;Toelage sportverenigingen;€ 13,500.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00
BP2014_2019-1/4.2.1.4/0701-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.4;0701-00;6493000;800;IE-GEEN;Subsidies aan sociaal-culturele verenigingen;€ 17,097.00;€ 15,500.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00
BP2014_2019-1/4.2.1.5/0750-00/6160200/BESTUUR/CBS/600/IE-GEEN/U;4.2.1.5;0750-00;6160200;600;IE-GEEN;Huur voertuigen;€ 5,500.00;€ 5,500.00;€ 5,500.00;€ 5,500.00;€ 5,500.00;€ 5,500.00
BP2014_2019-1/4.2.1.6/0750-00/6640000/BESTUUR/CBS/800/IE6/U;4.2.1.6;0750-00;6640000;800;IE6;investeringssubsidie FOS de Toekan;€ 114,403.40;€ 85,596.60;;;;
BP2014_2019-1/4.2.1.7/0750-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;4.2.1.7;0750-00;6149000;600;IE-GEEN;Overige administratie- en kantoorkosten;€ 500.00;€ 1,500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00
BP2014_2019-1/4.2.2.1/0701-00/2400000/BESTUUR/CBS/600/IE6/U;4.2.2.1;0701-00;2400000;600;IE6;aankopen materiaal uitleendienst;€ 3,050.00;;€ 3,000.00;;€ 3,000.00;
BP2014_2019-1/4.2.2.1/0750-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;4.2.2.1;0750-00;6001000;600;IE-GEEN;Aankoop technisch materiaal;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00
BP2014_2019-1/4.3.1.1/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.3.1.1;0729-00;6159999;600;IE-GEEN;Overige exploitatiekosten;;;€ 500.00;€ 500.00;€ 500.00;€ 500.00
BP2014_2019-1/4.3.1.2/0729-00/2250000/BESTUUR/CBS/600/IE6/U;4.3.1.2;0729-00;2250000;600;IE6;erfgoedborden;€ 0.00;;;;;
BP2014_2019-1/4.3.1.3/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.3.1.3;0729-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00
BP2014_2019-1/4.3.2.1/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.3.2.1;0729-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 3,100.00;€ 4,100.00;€ 3,100.00;€ 3,100.00;€ 3,100.00;€ 3,100.00
BP2014_2019-1/4.3.2.1/0729-00/7010003/BESTUUR/CBS/500/IE-GEEN/O;4.3.2.1;0729-00;7010003;500;IE-GEEN;Toegangsgelden;€ 1,425.00;;;;;
BP2014_2019-1/4.3.2.2/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.3.2.2;0729-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
BP2014_2019-1/4.3.3.1/0720-03/1500000/BESTUUR/CBS/300/IE6/O;4.3.3.1;0720-03;1500000;300;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;€ 16,000.00;;;;
BP2014_2019-1/4.3.3.1/0720-03/2140000/BESTUUR/CBS/600/IE6/U;4.3.3.1;0720-03;2140000;600;IE6;studiekosten pastorie Bierbeek;€ 19,000.00;€ 20,000.00;€ 6,000.00;;;
BP2014_2019-1/4.3.3.2/0720-03/1500000/BESTUUR/CBS/300/IE6/O;4.3.3.2;0720-03;1500000;300;IE6;studiekosten en restauratie Sint Hilariuskerk;€ 0.00;;;;€ 445,035.00;€ 148,345.00
BP2014_2019-1/4.3.3.2/0720-03/2140000/BESTUUR/CBS/600/IE6/U;4.3.3.2;0720-03;2140000;600;IE6;Plannen en studies;€ 16,118.30;€ 0.00;€ 0.00;€ 3,839.00;€ 23,034.00;€ 3,839.00
BP2014_2019-1/4.3.3.2/0720-03/2210700/BESTUUR/CBS/600/IE6/U;4.3.3.2;0720-03;2210700;600;IE6;restauratie Sint-hilariuskerk dak;;;;€ 0.00;€ 698,021.00;
BP2014_2019-1/4.3.3.3/0720-01/1500000/BESTUUR/CBS/300/IE6/O;4.3.3.3;0720-01;1500000;300;IE6;studiekosten en restauratie Pastorie Opvelp;;;;;;€ 0.00
BP2014_2019-1/4.3.3.3/0720-01/2140000/BESTUUR/CBS/600/IE6/U;4.3.3.3;0720-01;2140000;600;IE6;studiekosten Restauratie Pastorie Opvelp;€ 0.00;;;;;
BP2014_2019-1/4.3.3.4/0720-01/6640000/BESTUUR/CBS/480/IE6/U;4.3.3.4;0720-01;6640000;480;IE6;Toegestane investeringssubsidies;€ 7,377.65;€ 10,000.00;€ 10,000.00;€ 10,000.00;€ 20,000.00;€ 0.00
BP2014_2019-1/4.3.3.4/0720-02/6640000/BESTUUR/CBS/480/IE6/U;4.3.3.4;0720-02;6640000;480;IE6;Toegestane investeringssubsidies;€ 0.00;€ 45,278.62;€ 90,557.24;€ 57,278.62;€ 6,875.00;€ 20,625.00
BP2014_2019-1/4.3.3.4/0720-03/6640000/BESTUUR/CBS/480/IE6/U;4.3.3.4;0720-03;6640000;480;IE6;Toegestane investeringssubsidies;€ 10,000.00;€ 10,000.00;€ 10,000.00;€ 10,000.00;€ 10,000.00;€ 10,000.00
BP2014_2019-1/4.3.3.4/0720-04/6640000/BESTUUR/CBS/480/IE6/U;4.3.3.4;0720-04;6640000;480;IE6;Toegestane investeringssubsidies;€ 47,015.27;€ 2,500.00;;€ 3,500.00;;
BP2014_2019-1/5.1.1.3/0800-02/2410000/BESTUUR/CBS/600/IE6/U;5.1.1.3;0800-02;2410000;600;IE6;smartboards school;€ 3,699.51;€ 5,000.00;;;;
BP2014_2019-1/5.1.2.1/0800-02/6207000/BESTUUR/CBS/500/IE-GEEN/U;5.1.2.1;0800-02;6207000;500;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;€ 49,700.00;€ 49,700.00;€ 47,803.44;€ 48,998.52;€ 50,223.49;€ 51,479.07
BP2014_2019-1/5.1.2.2/0800-02/6207000/BESTUUR/CBS/500/IE-GEEN/U;5.1.2.2;0800-02;6207000;500;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;€ 17,500.00;€ 17,500.00;€ 18,385.94;€ 18,845.59;€ 19,316.73;€ 19,799.64
BP2014_2019-1/5.1.2.3/0800-02/6207000/BESTUUR/CBS/500/IE-GEEN/U;5.1.2.3;0800-02;6207000;500;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;€ 7,000.00;€ 7,000.00;€ 7,354.38;€ 7,538.23;€ 7,726.69;€ 7,919.86
BP2014_2019-1/5.1.3.1/0800-01/6139999/BESTUUR/CBS/600/IE-GEEN/U;5.1.3.1;0800-01;6139999;600;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 6,352.50;;;;;
BP2014_2019-1/5.1.3.2/0800-01/2140007/BESTUUR/CBS/600/IE6/U;5.1.3.2;0800-01;2140007;600;IE6;Plannen en studies - Activa in aanbouw;;€ 6,600.00;€ 6,600.00;€ 19,800.00;;
BP2014_2019-1/5.1.3.2/0800-01/2210200/BESTUUR/CBS/600/IE6/U;5.1.3.2;0800-01;2210200;600;IE6;Kleuterklas bierbeek centrum;€ 0.00;;;€ 333,000.00;;
BP2014_2019-1/5.1.3.2/0800-01/6100200/BESTUUR/CBS/500/IE-GEEN/U;5.1.3.2;0800-01;6100200;500;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (korte termijn);;;€ 13,000.00;€ 11,400.00;;
BP2014_2019-1/5.1.3.3/0800-02/1500000/BESTUUR/CBS/300/IE6/O;5.1.3.3;0800-02;1500000;300;IE6;sanitair school;;;€ 3,500.00;;;
BP2014_2019-1/5.1.3.3/0800-02/2210200/BESTUUR/CBS/600/IE6/U;5.1.3.3;0800-02;2210200;600;IE6;Extra sanitair;€ 0.00;;€ 5,000.00;;;
BP2014_2019-1/5.1.3.4/0800-00/2140000/BESTUUR/CBS/600/IE6/U;5.1.3.4;0800-00;2140000;600;IE6;studiekosten vernieuwen daken & stookplaats GSB;€ 10,800.00;;;;;€ 7,200.00
BP2014_2019-1/5.1.3.4/0800-01/2210200/BESTUUR/CBS/600/IE6/U;5.1.3.4;0800-01;2210200;600;IE6;vernieuwing buitenschrijnwerk centrale school + KS Opvelp;€ 20,500.00;;;;;
BP2014_2019-1/5.1.3.4/0800-02/1500000/BESTUUR/CBS/300/IE6/O;5.1.3.4;0800-02;1500000;300;IE6;subsidies centrale school: daken, stookplaats, gebouw;€ 0.00;€ 490,000.00;;;;
BP2014_2019-1/5.1.3.4/0800-02/2210200/BESTUUR/CBS/600/IE6/U;5.1.3.4;0800-02;2210200;600;IE6;vernieuwing buitenschrijnwerk centrale school + KS Opvelp;€ 13,931.96;€ 80,000.00;;;;
BP2014_2019-1/5.1.3.5/0800-02/2400000/BESTUUR/CBS/600/IE6/U;5.1.3.5;0800-02;2400000;600;IE6;aankoop van speeltoestellen (school);;;€ 7,500.00;;€ 7,500.00;
BP2014_2019-1/5.1.3.6/0800-01/2400000/BESTUUR/CBS/600/IE6/U;5.1.3.6;0800-01;2400000;600;IE6;Meubilair - gemeenschapsgoederen;€ 0.00;€ 3,250.00;;;;
BP2014_2019-1/5.1.3.6/0800-02/2400000/BESTUUR/CBS/600/IE6/U;5.1.3.6;0800-02;2400000;600;IE6;Meubilair - gemeenschapsgoederen;€ 0.00;€ 21,800.00;;;;
BP2014_2019-1/5.2.1.2/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;5.2.1.2;0740-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 350.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00
BP2014_2019-1/5.2.1.2/0889-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;5.2.1.2;0889-00;6159999;600;IE-GEEN;Overige exploitatiekosten - schoolsport en naschoolse sportactiviteiten;€ 3,300.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00
BP2014_2019-1/6.1.1.1/0410-00/6494000/BESTUUR/CBS/470/IE-GEEN/U;6.1.1.1;0410-00;6494000;470;IE-GEEN;Bijdrage werking brandweer;€ 309,144.20;€ 364,018.53;€ 349,189.08;€ 359,664.75;€ 370,454.70;€ 381,568.34
BP2014_2019-1/6.1.1.2/0400-00/6494000/BESTUUR/CBS/460/IE-GEEN/U;6.1.1.2;0400-00;6494000;460;IE-GEEN;Bijdrage werking politie;€ 850,289.00;€ 850,289.00;€ 873,809.00;€ 900,024.00;€ 927,024.00;€ 954,834.72
BP2014_2019-1/6.1.2.4/0490-00/2410000/BESTUUR/CBS/600/IE6/U;6.1.2.4;0490-00;2410000;600;IE6;uitwerking en implementatie DRP tss OCMW en GH;€ 0.00;;€ 20,000.00;;;
BP2014_2019-1/6.1.3.1/0119-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;6.1.3.1;0119-00;6149000;600;IE-GEEN;Overige administratie- en kantoorkosten;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00
BP2014_2019-1/GBB-CBS/0010-00/7400000/BESTUUR/CBS/300/IE-GEEN/O;GBB-CBS;0010-00;7400000;300;IE-GEEN;Gemeentefonds;€ 1,235,762.40;€ 1,304,969.80;€ 1,349,784.00;€ 1,397,026.40;€ 1,445,923.20;€ 1,496,531.20
BP2014_2019-1/GBB-CBS/0010-00/7404999/BESTUUR/CBS/300/IE-GEEN/O;GBB-CBS;0010-00;7404999;300;IE-GEEN;Overige algemene werkingssubsidies;€ 117,207.67;€ 117,207.67;€ 117,207.67;€ 117,207.67;€ 117,207.67;€ 117,207.67
BP2014_2019-1/GBB-CBS/0010-00/7405001/BESTUUR/CBS/100/IE-GEEN/O;GBB-CBS;0010-00;7405001;100;IE-GEEN;Bijdrage gesubsidieerde contractuelen;€ 246,057.00;€ 233,754.15;€ 233,754.15;€ 233,754.15;€ 233,754.15;€ 233,754.15
BP2014_2019-1/GBB-CBS/0020-00/6479999/BESTUUR/CBS/100/IE-GEEN/U;GBB-CBS;0020-00;6479999;100;IE-GEEN;Overige diverse operationele kosten;€ 37,885.06;€ 42,675.14;€ 43,730.91;€ 45,480.15;€ 47,299.35;€ 49,191.33
BP2014_2019-1/GBB-CBS/0020-00/7300000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7300000;500;IE-GEEN;Opcentiemen op de onroerende voorheffing;€ 2,550,483.03;€ 2,492,693.83;€ 2,542,548.00;€ 2,593,399.00;€ 2,645,267.00;€ 2,698,172.00
BP2014_2019-1/GBB-CBS/0020-00/7301000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7301000;500;IE-GEEN;Aanvullende belasting op de personenbelasting 7%;€ 3,788,506.15;€ 4,267,514.32;€ 4,232,504.38;€ 4,359,479.51;€ 4,490,263.90;€ 4,624,971.82
BP2014_2019-1/GBB-CBS/0020-00/7302000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7302000;500;IE-GEEN;Motorrijtuigen;€ 145,384.29;€ 140,868.00;€ 143,685.36;€ 146,559.07;€ 149,490.25;€ 152,480.05
BP2014_2019-1/GBB-CBS/0020-00/7315000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7315000;500;IE-GEEN;Afgifte identiteitsbewijzen/paspoorten/trouwboekjes/uittreksels;€ 76,000.00;€ 76,000.00;€ 76,000.00;€ 76,000.00;€ 76,000.00;€ 76,000.00
BP2014_2019-1/GBB-CBS/0020-00/7316000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7316000;500;IE-GEEN;Aanvragen stedenbouwkundige vergunningen;€ 7,700.00;€ 7,700.00;€ 7,700.00;€ 7,700.00;€ 7,700.00;€ 7,700.00
BP2014_2019-1/GBB-CBS/0020-00/7317000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7317000;500;IE-GEEN;Aanvragen/meldingen hinderlijke inrichtingen;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00
BP2014_2019-1/GBB-CBS/0020-00/7319999/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7319999;500;IE-GEEN;Verkeerssignalisatie en afbakening;€ 5,000.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00
BP2014_2019-1/GBB-CBS/0020-00/7330100/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7330100;500;IE-GEEN;Op rioolnet aangesloten en aansluitbare gebouwen;€ 22,000.00;;;;;
BP2014_2019-1/GBB-CBS/0020-00/7330200/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7330200;500;IE-GEEN;Op waterleidingsnet aangesloten en aansluitbare gebouwen;€ 337,200.00;;;;;
BP2014_2019-1/GBB-CBS/0020-00/7331100/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7331100;500;IE-GEEN;Begraving / bijzetting / verstrooiing;€ 125.00;€ 125.00;€ 125.00;€ 125.00;€ 125.00;€ 125.00
BP2014_2019-1/GBB-CBS/0020-00/7332200/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7332200;500;IE-GEEN;Diftar/ophaalronde;€ 287,000.00;€ 287,000.00;€ 287,000.00;€ 287,000.00;€ 287,000.00;€ 287,000.00
BP2014_2019-1/GBB-CBS/0020-00/7332300/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7332300;500;IE-GEEN;Afgifte zakken, klevers, recipiÃ«nten;€ 52,000.00;€ 57,000.00;€ 57,000.00;€ 57,000.00;€ 57,000.00;€ 57,000.00
BP2014_2019-1/GBB-CBS/0020-00/7332800/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7332800;500;IE-GEEN;Sluikstorten;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00
BP2014_2019-1/GBB-CBS/0020-00/7340300/BESTUUR/CBS/600/IE-GEEN/O;GBB-CBS;0020-00;7340300;600;IE-GEEN;Groeven: zand, kiezel, klei;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
BP2014_2019-1/GBB-CBS/0020-00/7341500/BESTUUR/CBS/600/IE-GEEN/O;GBB-CBS;0020-00;7341500;600;IE-GEEN;Diensten verhuur voertuigen met bestuurder;€ 657.73;€ 332.56;€ 339.21;€ 345.99;€ 352.91;€ 359.97
BP2014_2019-1/GBB-CBS/0020-00/7341700/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7341700;500;IE-GEEN;Stapelplaatsen voor schroot / oude achtergelaten voertuigen/ materialen;€ 1,300.00;€ 1,300.00;€ 1,300.00;€ 1,300.00;€ 1,300.00;€ 1,300.00
BP2014_2019-1/GBB-CBS/0020-00/7342200/BESTUUR/CBS/600/IE-GEEN/O;GBB-CBS;0020-00;7342200;600;IE-GEEN;Reclameborden;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00
BP2014_2019-1/GBB-CBS/0020-00/7342400/BESTUUR/CBS/600/IE-GEEN/O;GBB-CBS;0020-00;7342400;600;IE-GEEN;Verspreiding kosteloos reclamedrukwerk;€ 75,000.00;€ 75,000.00;€ 75,000.00;€ 75,000.00;€ 75,000.00;€ 75,000.00
BP2014_2019-1/GBB-CBS/0020-00/7374000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7374000;500;IE-GEEN;Leegstaande woningen en gebouwen;€ 44,000.00;€ 35,000.00;€ 35,000.00;€ 35,000.00;€ 35,000.00;€ 35,000.00
BP2014_2019-1/GBB-CBS/0020-00/7377000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0020-00;7377000;500;IE-GEEN;Tweede verblijven;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00
BP2014_2019-1/GBB-CBS/0030-00/6400001/BESTUUR/CBS/100/IE-GEEN/U;GBB-CBS;0030-00;6400001;100;IE-GEEN;Roerende voorheffing op bankinteresten;€ 3,125.00;€ 4,125.00;€ 4,125.00;€ 4,125.00;€ 4,125.00;€ 4,125.00
BP2014_2019-1/GBB-CBS/0030-00/6570001/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0030-00;6570001;700;IE-GEEN;Debetintresten bankrekeningen;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00
BP2014_2019-1/GBB-CBS/0030-00/7500000/BESTUUR/CBS/441/IE-GEEN/O;GBB-CBS;0030-00;7500000;441;IE-GEEN;Dividenden Finilek;€ 33,675.00;€ 13,900.00;€ 13,900.00;€ 13,900.00;€ 13,900.00;€ 13,900.00
BP2014_2019-1/GBB-CBS/0030-00/7510000/BESTUUR/CBS/700/IE-GEEN/O;GBB-CBS;0030-00;7510000;700;IE-GEEN;intresten op rekening courant;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00
BP2014_2019-1/GBB-CBS/0030-00/7510002/BESTUUR/CBS/700/IE-GEEN/O;GBB-CBS;0030-00;7510002;700;IE-GEEN;Intereseten termijn -en spaarrekeningen en termijnbeleggingen;€ 15,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00
BP2014_2019-1/GBB-CBS/0040-00/1749000/BESTUUR/CBS/700/IE-GEEN/O;GBB-CBS;0040-00;1749000;700;IE-GEEN;Overige leningen;€ 2,600,000.00;€ 3,500,000.00;€ 1,150,000.00;€ 1,100,000.00;€ 1,300,000.00;€ 0.00
BP2014_2019-1/GBB-CBS/0040-00/4233000/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0040-00;4233000;700;IE-GEEN;Aflossing van leningen;€ 1,204,947.54;€ 1,326,560.92;€ 1,220,978.90;€ 1,228,478.67;€ 1,173,904.56;€ 1,167,706.12
BP2014_2019-1/GBB-CBS/0040-00/6500000/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0040-00;6500000;700;IE-GEEN;Intresten op leningen;€ 275,119.60;€ 440,466.49;€ 454,784.95;€ 470,655.04;€ 495,587.69;€ 472,665.45
BP2014_2019-1/GBB-CBS/0040-00/6500100/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0040-00;6500100;700;IE-GEEN;FinanciÃ«le kosten leasingschulden;€ 0.00;;;;;
BP2014_2019-1/GBB-CBS/0040-00/6500200/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0040-00;6500200;700;IE-GEEN;Intresten op leningen;€ 23,506.80;€ 34,840.21;€ 31,792.98;€ 28,745.76;€ 25,698.52;€ 22,651.29
BP2014_2019-1/GBB-CBS/0050-00/6100999/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0050-00;6100999;500;IE-GEEN;Andere huur en huurlasten van onroerende goederen;€ 827.24;€ 827.24;€ 827.24;€ 827.24;€ 827.24;€ 827.24
BP2014_2019-1/GBB-CBS/0050-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0050-00;6103001;600;IE-GEEN;Benodigdheden voor gebouwen;€ 3,500.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
BP2014_2019-1/GBB-CBS/0050-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0050-00;6103010;600;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 8,000.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00
BP2014_2019-1/GBB-CBS/0050-00/6120100/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0050-00;6120100;700;IE-GEEN;Brandverzekering - verhuurde gebouwen;€ 18,550.00;€ 18,881.00;€ 17,218.62;€ 17,562.99;€ 17,914.25;€ 18,272.54
BP2014_2019-1/GBB-CBS/0050-00/6131010/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0050-00;6131010;500;IE-GEEN;Erelonen en vergoedingen expertises;€ 1,400.00;;;;;
BP2014_2019-1/GBB-CBS/0050-00/6131010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0050-00;6131010;600;IE-GEEN;Opmaak schattingsverslagen;€ 750.00;€ 1,250.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00
BP2014_2019-1/GBB-CBS/0050-00/6400000/BESTUUR/CBS/100/IE-GEEN/U;GBB-CBS;0050-00;6400000;100;IE-GEEN;Onroerende voorheffing;€ 9,000.00;€ 10,454.50;€ 10,611.32;€ 10,770.49;€ 10,932.04;€ 11,096.03
BP2014_2019-1/GBB-CBS/0050-00/6400000/BESTUUR/CBS/300/IE-GEEN/U;GBB-CBS;0050-00;6400000;300;IE-GEEN;Onroerende voorheffing;€ 1,300.00;;;;;
BP2014_2019-1/GBB-CBS/0050-00/7040999/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0050-00;7040999;500;IE-GEEN;Andere terugvorderingen en tussenkomsten;€ 183.92;;;;;
BP2014_2019-1/GBB-CBS/0050-00/7050002/BESTUUR/CBS/460/IE-GEEN/O;GBB-CBS;0050-00;7050002;460;IE-GEEN;Verhuring van gebouwen aan de openbare sector;€ 24,100.00;€ 24,582.00;€ 35,598.72;€ 36,310.69;€ 37,036.91;€ 37,777.64
BP2014_2019-1/GBB-CBS/0050-00/7050002/BESTUUR/CBS/480/IE-GEEN/O;GBB-CBS;0050-00;7050002;480;IE-GEEN;Verhuring van gebouwen aan kerkfabrieken;€ 5,700.00;€ 5,814.00;€ 5,930.28;€ 6,048.89;€ 6,169.86;€ 6,293.26
BP2014_2019-1/GBB-CBS/0050-00/7050002/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0050-00;7050002;500;IE-GEEN;Verhuring van gebouwen aan gezinnen;€ 27,200.00;€ 27,744.00;€ 28,298.88;€ 28,864.86;€ 29,442.15;€ 30,031.00
BP2014_2019-1/GBB-CBS/0050-00/7050002/BESTUUR/CBS/600/IE-GEEN/O;GBB-CBS;0050-00;7050002;600;IE-GEEN;Verhuring van gebouwen aan bedrijven;€ 2,800.00;€ 2,856.00;€ 2,913.12;€ 2,971.38;€ 3,030.81;€ 3,091.43
