Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;Bedrag (Bj+0);Bedrag (Bj+1);Bedrag (Bj+2);Bedrag (Bj+3);Bedrag (Bj+4);Bedrag (Bj+5)
BP2014_2021-3/3.2.1.5/0200-00/2140007/BESTUUR/CBS/IE3/U;3.2.1.5;0200-00;2140007;IE3;Studiekosten diverse fietspaden;43718.33;50000;51613.760000000002;50000;50000;0
BP2014_2021-3/3.2.1.5/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.5;0200-00;2240007;IE3;uitvoering fietspaden Opvelpse- en Neervelpsestraat;;1021576.95;554189.27;357755;900000;
BP2014_2021-3/3.2.1.6/0200-00/6150001/BESTUUR/CBS/IE-GEEN/U;3.2.1.6;0200-00;6150001;IE-GEEN;Aankoop klein materieel;3500;4000;3500;3500;3500;3500
BP2014_2021-3/3.2.1.7/0200-00/2140007/BESTUUR/CBS/IE3/U;3.2.1.7;0200-00;2140007;IE3;studiekosten wegenwerken;0;55000;;0;;
BP2014_2021-3/3.2.1.7/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.7;0200-00;2240007;IE3;Heraanleg diverse wegen;220000;388487.3;190000;200000;200000;200000
BP2014_2021-3/3.2.1.7/0310-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.7;0310-00;1500000;IE3;Overdracht krediet van 2015 naar 2016;0;214744;;;;
BP2014_2021-3/3.2.1.8/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.8;0200-00;1500000;IE3;Overdracht krediet van 2015 naar 2016;0;544985.02;;;;
BP2014_2021-3/3.2.1.10/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.10;0200-00;2240007;IE3;Onderhoud wegen;151132.59;250000;30000;130000;130000;130000
BP2014_2021-3/3.2.1.10/0200-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.2.1.10;0200-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);75000;100000;100000;100000;100000;100000
BP2014_2021-3/3.2.1.14/0290-00/2250000/BESTUUR/CBS/IE3/U;3.2.1.14;0290-00;2250000;IE3;Overige infrastructuur betreffende de wegen;0;30000;;;;
BP2014_2021-3/3.2.2.1/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.2.1;0200-00;2240007;IE3;Wegen - Activa in aanbouw;;38000;;;;
BP2014_2021-3/3.2.2.1/0200-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.2.2.1;0200-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);0;17500;15000;15000;15000;15000
BP2014_2021-3/3.2.2.1/0200-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.2.2.1;0200-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;;;10000;;;
BP2014_2021-3/3.2.2.1/0290-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.2.2.1;0290-00;6139999;IE-GEEN;Uitvoering mobiliteitsplan : prestaties van derden;0;4000;4000;4000;4000;4000
BP2014_2021-3/3.2.2.2/0210-00/2250000/BESTUUR/CBS/IE3/U;3.2.2.2;0210-00;2250000;IE3;Schuilhuisjes;7500;5000;5000;5000;5000;5000
BP2014_2021-3/3.2.2.2/0210-00/6040000/BESTUUR/CBS/IE-GEEN/U;3.2.2.2;0210-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;1400;2800;2800;2800;2800;2800
BP2014_2021-3/3.2.2.2/0210-00/6150005/BESTUUR/CBS/IE-GEEN/U;3.2.2.2;0210-00;6150005;IE-GEEN;Overeenkomst De Lijn;13000;13000;13000;13000;13000;13000
BP2014_2021-3/3.2.2.2/0210-00/7000099/BESTUUR/CBS/IE-GEEN/O;3.2.2.2;0210-00;7000099;IE-GEEN;Verkoop rittenkaarten De Lijn;750;2800;2800;2800;2800;2800
BP2014_2021-3/3.2.2.3/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.2.2.3;0290-00;6159999;IE-GEEN;Overige exploitatiekosten;1500;1500;1500;1500;1500;1500
BP2014_2021-3/3.2.2.4/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.2.2.4;0290-00;6159999;IE-GEEN;Overige exploitatiekosten;1000;1000;1000;1000;1000;1000
BP2014_2021-3/3.2.3.1/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.3.1;0200-00;2240007;IE3;Heraanleg Panoramalaan;0;250000;;;;
BP2014_2021-3/3.2.3.2/0290-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.2.3.2;0290-00;6139999;IE-GEEN;Prestaties van derden (Uitvoeren verkeersmetingen en -tellingen);;1500;1500;1500;1500;1500
BP2014_2021-3/3.2.3.3/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.2.3.3;0290-00;6159999;IE-GEEN;Overige exploitatiekosten;1000;1000;1000;1000;1000;1000
BP2014_2021-3/3.2.4.1/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.4.1;0200-00;2240007;IE3;Overdracht krediet van 2015 naar 2016;0;47000;;;;
BP2014_2021-3/3.2.4.3/0200-00/2250000/BESTUUR/CBS/IE3/U;3.2.4.3;0200-00;2250000;IE3;Snelheidsinformatieborden;;3750;;2250;;2250
BP2014_2021-3/3.2.4.3/0290-00/6150300/BESTUUR/CBS/IE-GEEN/U;3.2.4.3;0290-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;3500;1000;1000;1000;1000;1000
BP2014_2021-3/3.3.1.1/0200-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.1;0200-00;2240007;IE6;voetpad Keizerstraat en dorpskern Lovenjoel;55710.23;380000;;;;
BP2014_2021-3/3.3.1.3/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.3;0610-00;2140000;IE6;Plannen en studies;0;15000;;;;
BP2014_2021-3/3.3.1.4/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.4;0610-00;2140000;IE6;Plannen en studies;0;30000;;;;
BP2014_2021-3/3.3.1.5/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.5;0610-00;2140000;IE6;Plannen en studies;0;15000;;;;
BP2014_2021-3/3.3.1.6/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.6;0610-00;2140000;IE6;RUP voetbal Lovenjoel en Bierbeek;0;45000;;;;
BP2014_2021-3/3.3.1.7/0530-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.7;0530-00;2240007;IE6;Deelname Ruilverkaveling Willebringen;51408;85680;85680;85680;27662.400000000001;
BP2014_2021-3/3.3.1.8/0680-00/1500000/BESTUUR/CBS/IE6/O;3.3.1.8;0680-00;1500000;IE6;Uitvoering binnengebied Opvelp;0;;;;;
BP2014_2021-3/3.3.1.8/0680-00/2140007/BESTUUR/CBS/IE6/U;3.3.1.8;0680-00;2140007;IE6;Overdracht krediet van 2015 naar 2016;5611.98;;;;;
BP2014_2021-3/3.3.1.8/0680-00/2200400/BESTUUR/CBS/IE6/U;3.3.1.8;0680-00;2200400;IE6;Onbebouwde terreinen - parken & tuinen - gemeenschapsgoederen;6070;93930;;;;
BP2014_2021-3/3.3.1.9/0119-00/1500000/BESTUUR/CBS/IE6/O;3.3.1.9;0119-00;1500000;IE6;herinrichting bovenparking (uitvoering);0;50000;;;;
BP2014_2021-3/3.3.1.9/0119-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.9;0119-00;2240007;IE6;Wegen - Activa in aanbouw;0;200000;;;;
BP2014_2021-3/3.3.1.9/0200-00/2140007/BESTUUR/CBS/IE6/U;3.3.1.9;0200-00;2140007;IE6;Overdracht krediet van 2015 naar 2016;0;20000;;;;
BP2014_2021-3/3.3.1.11/0190-00/2200000/BESTUUR/CBS/IE6/O;3.3.1.11;0190-00;2200000;IE6;Onbebouwde terreinen - gemeenschapsgoederen;0;250000;;;;
BP2014_2021-3/3.3.2.3/0200-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.2.3;0200-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);57500;65000;65000;65000;65000;65000
BP2014_2021-3/3.3.2.3/0349-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.2.3;0349-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);;15000;;;;
BP2014_2021-3/3.3.2.3/0349-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.3.2.3;0349-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;;12000;;;;
BP2014_2021-3/3.3.2.4/0200-00/6150001/BESTUUR/CBS/IE-GEEN/U;3.3.2.4;0200-00;6150001;IE-GEEN;Aankoop klein materieel;0;3000;;;;
BP2014_2021-3/3.3.2.5/0340-00/6640000/BESTUUR/CBS/IE6/U;3.3.2.5;0340-00;6640000;IE6;Aankoop bosgronden en milieureservaten;0;5000;5000;;5000;
BP2014_2021-3/3.3.2.6/0340-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.3.2.6;0340-00;6159999;IE-GEEN;Opmaak beheerplan bos/holle wegen;0;;;18000;;
BP2014_2021-3/3.3.2.6/0340-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.3.2.6;0340-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;;;;3900;;
BP2014_2021-3/3.3.2.6/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.3.2.6;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;1000;1000;1000;1000;1000;1000
BP2014_2021-3/3.3.2.7/0309-00/6170001/BESTUUR/CBS/IE-GEEN/U;3.3.2.7;0309-00;6170001;IE-GEEN;Vergoeding aan personen ter beschikking gesteld van het bestuur;;2000;2000;2000;2000;2000
BP2014_2021-3/3.3.2.7/0329-00/2300000/BESTUUR/CBS/IE6/U;3.3.2.7;0329-00;2300000;IE6;Overdracht krediet van 2015 naar 2016;5000;;;;;
BP2014_2021-3/3.3.2.7/0329-00/6170001/BESTUUR/CBS/IE-GEEN/U;3.3.2.7;0329-00;6170001;IE-GEEN;Vergoeding aan personen ter beschikking gesteld van het bestuur;3000;3000;3000;3000;3000;3000
BP2014_2021-3/3.3.3.1/0750-00/2200500/BESTUUR/CBS/IE6/U;3.3.3.1;0750-00;2200500;IE6;Onbebouwde terreinen - sport- en speelpleinen - gemeenschapsgoederen;0;;;;;
BP2014_2021-3/3.3.3.1/0750-00/2400000/BESTUUR/CBS/IE6/U;3.3.3.1;0750-00;2400000;IE6;aanleg  speelpleinen;0;27000;10000;;10000;
BP2014_2021-3/3.3.3.1/0750-00/6001000/BESTUUR/CBS/IE-GEEN/U;3.3.3.1;0750-00;6001000;IE-GEEN;Aankoop technisch materiaal;100;200;200;200;200;200
BP2014_2021-3/3.3.3.1/0750-00/6153501/BESTUUR/CBS/IE-GEEN/U;3.3.3.1;0750-00;6153501;IE-GEEN;Aankoop houtsnippers;0;4000;0;2000;0;2000
BP2014_2021-3/3.3.3.2/0750-00/2400000/BESTUUR/CBS/IE6/U;3.3.3.2;0750-00;2400000;IE6;aankoop van speeltoestellen (inrichting speelpleinen);0;16000;;10000;;10000
BP2014_2021-3/3.3.3.3/0309-00/6493000/BESTUUR/CBS/IE-GEEN/U;3.3.3.3;0309-00;6493000;IE-GEEN;Subsidiering zwerfvuilacties;750;750;750;750;750;750
BP2014_2021-3/3.3.4.1/0310-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.1;0310-00;1500000;IE6;Overdracht krediet van 2015 naar 2016;0;701629.03;876787.5;228750;;
BP2014_2021-3/3.3.4.1/0310-00/2140007/BESTUUR/CBS/IE6/U;3.3.4.1;0310-00;2140007;IE6;Heraanleg Groenstr,Herpendalstr en Dreefstraat (incl. riolering) studiekosten;68839.89;10800;38000;27900;;
BP2014_2021-3/3.3.4.1/0310-00/2280007/BESTUUR/CBS/IE6/U;3.3.4.1;0310-00;2280007;IE6;Overdracht krediet van 2015 naar 2016;150000;245032;950000;305000;;
BP2014_2021-3/3.3.4.1/0310-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.4.1;0310-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);135700;130000;130000;130000;130000;130000
BP2014_2021-3/3.3.4.1/0310-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.3.4.1;0310-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen;5000;5000;5000;;;
BP2014_2021-3/3.3.4.2/0341-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.2;0341-00;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;0;143378.20000000001;;;;
BP2014_2021-3/3.3.4.2/0341-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.2;0341-00;2203000;IE6;Terreinen van waterlopen - gemeenschapsgoederen;0;50500;;;;
BP2014_2021-3/3.3.4.3/0341-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.3;0341-00;1500000;IE6;Overdracht krediet van 2015 naar 2016;0;85425;;;;
BP2014_2021-3/3.3.4.3/0341-00/2140000/BESTUUR/CBS/IE6/U;3.3.4.3;0341-00;2140000;IE6;Plannen en studies;0;7440;;;;
BP2014_2021-3/3.3.4.3/0341-00/2200100/BESTUUR/CBS/IE6/U;3.3.4.3;0341-00;2200100;IE6;Onbebouwde terreinen - landbouwgronden - gemeenschapsgoederen;0;7500;;;;
BP2014_2021-3/3.3.4.3/0341-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.3;0341-00;2203000;IE6;Erosiebestrijding;0;142000;93000;;;
BP2014_2021-3/3.3.4.4/0310-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.4.4;0310-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);13500;16500;16500;16500;16500;16500
BP2014_2021-3/3.3.4.4/0319-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.4;0319-00;2203000;IE6;Terreinen van waterlopen - gemeenschapsgoederen;0;10000;;;;
BP2014_2021-3/3.3.4.5/0310-00/2280007/BESTUUR/CBS/IE6/U;3.3.4.5;0310-00;2280007;IE6;Aankoop IBA's;31665.11;20000;20000;20000;20000;20000
BP2014_2021-3/3.3.4.6/0310-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.3.4.6;0310-00;6491000;IE-GEEN;Subsidie hemelwaterputten/infiltratiesystemen enz...;6000;4000;750;750;750;750
BP2014_2021-3/3.4.1.1/0119-00/2210107/BESTUUR/CBS/IE6/U;3.4.1.1;0119-00;2210107;IE6;Overdracht krediet van 2015 naar 2016;0;;;;;
BP2014_2021-3/3.4.1.1/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.1.1;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;4000;6000;4000;4000;4000;4000
BP2014_2021-3/3.4.1.3/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.1.3;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;1500;22000;3000;1500;1500;1500
BP2014_2021-3/3.4.1.4/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.1.4;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;2200;2000;2000;2000;2000;2000
BP2014_2021-3/3.4.2.1/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.1;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;3000;3000;3000;3000;3000;3000
BP2014_2021-3/3.4.2.2/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.2;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;1000;1200;1200;1200;1200;1200
BP2014_2021-3/3.4.2.3/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.3;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;122855.62;106700;133000;46000;43300;40900
BP2014_2021-3/3.4.2.4/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.4;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;3000;3000;3000;3000;3000;3000
BP2014_2021-3/3.4.2.5/0160-00/7404999/BESTUUR/CBS/IE-GEEN/O;3.4.2.5;0160-00;7404999;IE-GEEN;Subsidie Vlaanderen Internat.gemeentelijke samenwerking;0;0;0;0;;
BP2014_2021-3/3.4.3.1/0309-00/2220007/BESTUUR/CBS/IE6/U;3.4.3.1;0309-00;2220007;IE6;Overdracht krediet van 2015 naar 2016;40300;;;;;
BP2014_2021-3/3.4.3.1/0309-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.3.1;0309-00;6159999;IE-GEEN;Overige exploitatiekosten;271500;271500;271500;271500;271500;271500
BP2014_2021-3/3.4.3.1/0309-00/7000003/BESTUUR/CBS/IE-GEEN/O;3.4.3.1;0309-00;7000003;IE-GEEN;Verkoop van schroot/oud ijzer;6500;6500;6500;6500;6500;6500
BP2014_2021-3/3.4.3.1/0309-00/7000099/BESTUUR/CBS/IE-GEEN/O;3.4.3.1;0309-00;7000099;IE-GEEN;Opbrengsten uit andere verkopen;9000;9000;9000;9000;9000;9000
BP2014_2021-3/3.4.3.1/0309-00/7040999/BESTUUR/CBS/IE-GEEN/O;3.4.3.1;0309-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten;5000;5000;5000;5000;5000;5000
BP2014_2021-3/3.4.3.2/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.3.2;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;400;250;250;250;250;250
BP2014_2021-3/3.4.3.2/0944-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.4.3.2;0944-00;6491000;IE-GEEN;Subsidie herbruikbare luiers;1000;1000;1000;1000;1000;1000
BP2014_2021-3/3.4.3.3/0329-00/6001000/BESTUUR/CBS/IE-GEEN/U;3.4.3.3;0329-00;6001000;IE-GEEN;Aankoop technisch materiaal;3500;3500;3500;3500;3500;3500
BP2014_2021-3/3.4.3.4/0309-00/6040000/BESTUUR/CBS/IE-GEEN/U;3.4.3.4;0309-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;19000;10000;10000;10000;10000;10000
BP2014_2021-3/3.4.3.4/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.3.4;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;250;250;250;250;250;250
BP2014_2021-3/3.5.1.1/0610-00/6131002/BESTUUR/CBS/IE-GEEN/U;3.5.1.1;0610-00;6131002;IE-GEEN;behoefteonderzoek lokaal bedrijventerrein;0;10000;;;;
BP2014_2021-3/3.5.1.2/0610-00/2140000/BESTUUR/CBS/IE4/U;3.5.1.2;0610-00;2140000;IE4;Plannen en studies;0;15000;;;;
BP2014_2021-3/3.5.1.4/0500-00/6103501/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;6100;;;;;
BP2014_2021-3/3.5.1.4/0500-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6139999;IE-GEEN;Lokale economie;7500;10000;10000;10000;10000;10000
BP2014_2021-3/3.5.1.4/0500-00/6150001/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6150001;IE-GEEN;Aankoop klein materieel;0;;;;;
BP2014_2021-3/3.5.1.4/0500-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6159999;IE-GEEN;Overige exploitatiekosten;3630.7;3817.3;3910.45;4003.6;4000;4000
BP2014_2021-3/3.5.1.4/0500-00/7020999/BESTUUR/CBS/IE-GEEN/O;3.5.1.4;0500-00;7020999;IE-GEEN;Opbrengsten uit andere prestaties;1140;1140;1140;1140;1140;1140
BP2014_2021-3/3.5.1.4/0500-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.5.1.4;0500-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;6465.54;3034.46;3250;;;
BP2014_2021-3/3.5.1.4/0500-00/7450002/BESTUUR/CBS/IE-GEEN/O;3.5.1.4;0500-00;7450002;IE-GEEN;Vervallen kadoobonnen;1360;1360;1510;1760;1660;1660
BP2014_2021-3/3.5.1.6/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.1.6;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;250;250;250;250;250;250
BP2014_2021-3/3.5.3.2/0520-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.5.3.2;0520-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;;500;500;500;;
BP2014_2021-3/3.5.3.3/0520-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.3.3;0520-00;6159999;IE-GEEN;Overige exploitatiekosten;;500;;;;
BP2014_2021-3/3.5.3.4/0520-00/6150013/BESTUUR/CBS/IE-GEEN/U;3.5.3.4;0520-00;6150013;IE-GEEN;Drukwerk voor exploitatie;0;8000;;;;
BP2014_2021-3/3.5.3.5/0520-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.3.5;0520-00;6159999;IE-GEEN;Overige exploitatiekosten - Toerisme;1000;1000;1000;1000;1000;1000
BP2014_2021-3/3.5.3.6/0200-00/2240000/BESTUUR/CBS/IE4/U;3.5.3.6;0200-00;2240000;IE4;Wegen;;50000;;;;
BP2014_2021-3/3.5.3.6/0680-00/6103501/BESTUUR/CBS/IE-GEEN/U;3.5.3.6;0680-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;5000;;;;;
BP2014_2021-3/4.1.1.1/0190-00/6143005/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0190-00;6143005;IE-GEEN;Reis- en verblijfkosten (Dienstverplaatsing);2300;2000;2000;2000;2000;2000
BP2014_2021-3/4.1.1.1/0701-00/6141007/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);20;30;30;30;30;30
BP2014_2021-3/4.1.1.1/0701-00/6201000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;36500;36953.300000000003;37877.14;38824.07;39794.67;40789.53
BP2014_2021-3/4.1.1.1/0701-00/6202000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;0;0;0;0;;
BP2014_2021-3/4.1.1.1/0701-00/6203000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;290582.34999999998;300321.90999999997;308279.96000000002;316461.96000000002;323412.28999999998;331497.59999999998
BP2014_2021-3/4.1.1.1/0701-00/6211000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;16000;16265.95;16672.599999999999;17089.41;17516.650000000001;17954.560000000001
BP2014_2021-3/4.1.1.1/0701-00/6211001/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/4.1.1.1/0701-00/6213000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;82798;84585.45;86725.09;88918.21;90945.78;93219.42
BP2014_2021-3/4.1.1.1/0701-00/6221100/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;0;250;250;250;250;250
BP2014_2021-3/4.1.1.1/0701-00/6222000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;0;0;0;0;;
BP2014_2021-3/4.1.1.1/0701-00/6222100/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;0;0;0;0;;
BP2014_2021-3/4.1.1.1/0701-00/6223000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;2772.12;5484.21;5593.9;5705.78;5819.89;5936.29
BP2014_2021-3/4.1.1.1/0701-00/6223100/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;2077.16;2118.6999999999998;2161.08;2204.29;2204.29;2204.29
BP2014_2021-3/4.1.1.1/0701-00/6230001/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;700;400;400;400;400;400
BP2014_2021-3/4.1.1.1/0701-00/6231003/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6231003;IE-GEEN;Vakbondspremies;484.21;441.47;448.84;456.32;456.32;456.32
BP2014_2021-3/4.1.1.1/0701-00/6231004/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6231004;IE-GEEN;Maaltijdcheques;12500;12500;12500;12500;12500;12500
BP2014_2021-3/4.1.1.1/0701-00/6496000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/4.1.1.1/0701-00/6499000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6499000;IE-GEEN;Samenwerkingsovereenkomsten;0;12180;56030;57270;58415.4;59583.71
BP2014_2021-3/4.1.1.1/0701-00/7470000/BESTUUR/CBS/IE-GEEN/O;4.1.1.1;0701-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;2000;1900;1900;1900;1900;1900
BP2014_2021-3/4.1.1.1/0709-00/6493000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0709-00;6493000;IE-GEEN;doorstorting werkingskosten  vzw De borre;14490.87;14490.87;14490.87;14490.87;14490.87;14490.87
BP2014_2021-3/4.1.1.2/0750-00/6149000/BESTUUR/CBS/IE-GEEN/U;4.1.1.2;0750-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;500;500;500;500;500;500
BP2014_2021-3/4.1.1.3/0740-00/6120999/BESTUUR/CBS/IE-GEEN/U;4.1.1.3;0740-00;6120999;IE-GEEN;Overige verzekeringen;300;300;300;300;300;300
BP2014_2021-3/4.1.1.3/0740-00/6139999/BESTUUR/CBS/IE-GEEN/U;4.1.1.3;0740-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;2000;2000;2000;2000;2000;2000
BP2014_2021-3/4.1.1.3/0740-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.1.1.3;0740-00;6159999;IE-GEEN;Overige exploitatiekosten;300;300;300;300;300;300
BP2014_2021-3/4.1.1.4/0740-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.1.1.4;0740-00;6159999;IE-GEEN;Overige exploitatiekosten;1100;1100;1100;1100;1100;1100
BP2014_2021-3/4.1.1.4/0740-00/7005002/BESTUUR/CBS/IE-GEEN/O;4.1.1.4;0740-00;7005002;IE-GEEN;Opbrengsten uit bar/cafetaria;270;270;270;270;270;270
BP2014_2021-3/4.1.1.4/0740-00/7010002/BESTUUR/CBS/IE-GEEN/O;4.1.1.4;0740-00;7010002;IE-GEEN;Inschrijvingsgelden;30;30;30;30;30;30
