Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;Bedrag (Bj+0);Bedrag (Bj+1);Bedrag (Bj+2);Bedrag (Bj+3);Bedrag (Bj+4);Bedrag (Bj+5)
BP2014_2023-5./3.2.1.4/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.4;0200-00;1500000;IE3;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;43784.09;43784.09;;;
BP2014_2023-5./3.2.1.4/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.4;0200-00;2240007;IE3;Wegen - Activa in aanbouw;;364867.43;182433.72;;;
BP2014_2023-5./3.2.1.5/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.5;0200-00;1500000;IE3;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;589784.61;946774.12;657805.79;;
BP2014_2023-5./3.2.1.5/0200-00/2140007/BESTUUR/CBS/IE3/U;3.2.1.5;0200-00;2140007;IE3;Studiekosten diverse fietspaden;30844.49;50000;50000;70000;;
BP2014_2023-5./3.2.1.5/0200-00/2200100/BESTUUR/CBS/IE3/U;3.2.1.5;0200-00;2200100;IE3;Onbebouwde terreinen - landbouwgronden - gemeenschapsgoederen;3000;28180;;;;
BP2014_2023-5./3.2.1.5/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.5;0200-00;2240007;IE3;uitvoering fietspaden Opvelpse- en Neervelpsestraat;499056.01;824707.45;1669950.66;;;
BP2014_2023-5./3.2.1.6/0200-00/6150001/BESTUUR/CBS/IE-GEEN/U;3.2.1.6;0200-00;6150001;IE-GEEN;Aankoop klein materieel;5000;3500;3500;3500;3500;3500
BP2014_2023-5./3.2.1.7/0200-00/2140007/BESTUUR/CBS/IE3/U;3.2.1.7;0200-00;2140007;IE3;studiekosten wegenwerken;26956.59;20000;;;;
BP2014_2023-5./3.2.1.7/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.7;0200-00;2240007;IE3;Heraanleg diverse wegen;105906.55;1606233.35;771664.98;200000;200000;200000
BP2014_2023-5./3.2.1.7/0310-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.7;0310-00;1500000;IE3;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;218672;;;;
BP2014_2023-5./3.2.1.8/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.8;0200-00;1500000;IE3;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;544985.02;;;;
BP2014_2023-5./3.2.1.10/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.10;0200-00;2240007;IE3;Onderhoud wegen;72135.06;130000;130000;130000;130000;130000
BP2014_2023-5./3.2.1.10/0200-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.2.1.10;0200-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);105000;195000;90000;90000;90000;90000
BP2014_2023-5./3.2.1.14/0290-00/2250000/BESTUUR/CBS/IE3/U;3.2.1.14;0290-00;2250000;IE3;Overige infrastructuur betreffende de wegen;55250.42;;;;;
BP2014_2023-5./3.2.2.1/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.2.1;0200-00;2240007;IE3;Wegen - Activa in aanbouw;;38000;;;;
BP2014_2023-5./3.2.2.1/0200-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.2.2.1;0200-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);9000;15000;15000;15000;15000;15000
BP2014_2023-5./3.2.2.1/0200-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.2.2.1;0200-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;8140.28;;;;;
BP2014_2023-5./3.2.2.1/0290-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.2.2.1;0290-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;;4000;4000;4000;4000;4000
BP2014_2023-5./3.2.2.2/0210-00/2250000/BESTUUR/CBS/IE3/U;3.2.2.2;0210-00;2250000;IE3;Overige infrastructuur betreffende de wegen;;5000;5000;5000;5000;5000
BP2014_2023-5./3.2.2.2/0210-00/6040000/BESTUUR/CBS/IE-GEEN/U;3.2.2.2;0210-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;0;1600;1600;1600;1600;1600
BP2014_2023-5./3.2.2.2/0210-00/6103512/BESTUUR/CBS/IE-GEEN/U;3.2.2.2;0210-00;6103512;IE-GEEN;Onderhoud straatmeubilair;2000;500;500;500;500;500
BP2014_2023-5./3.2.2.2/0210-00/6150005/BESTUUR/CBS/IE-GEEN/U;3.2.2.2;0210-00;6150005;IE-GEEN;Overeenkomst De Lijn;14000;13000;13000;13000;13000;13000
BP2014_2023-5./3.2.2.2/0210-00/7000099/BESTUUR/CBS/IE-GEEN/O;3.2.2.2;0210-00;7000099;IE-GEEN;Verkoop rittenkaarten De Lijn;1600;1600;1600;1600;1600;1600
BP2014_2023-5./3.2.2.3/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.2.2.3;0290-00;6159999;IE-GEEN;Overige exploitatiekosten;700;1500;1500;1500;1500;1500
BP2014_2023-5./3.2.2.4/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.2.2.4;0290-00;6159999;IE-GEEN;Overige exploitatiekosten;0;1000;1000;1000;1000;1000
BP2014_2023-5./3.2.3.1/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.3.1;0200-00;2240007;IE3;Overdracht krediet van 2017 naar 2018;13388.3;;;;;
BP2014_2023-5./3.2.3.2/0290-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.2.3.2;0290-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;;1500;1500;1500;1500;1500
BP2014_2023-5./3.2.3.3/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.2.3.3;0290-00;6159999;IE-GEEN;Overige exploitatiekosten;;3000;;3000;;
BP2014_2023-5./3.2.4.1/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.4.1;0200-00;2240007;IE3;Wegen - Activa in aanbouw;435.3;;;;;
BP2014_2023-5./3.2.4.3/0200-00/2250000/BESTUUR/CBS/IE3/U;3.2.4.3;0200-00;2250000;IE3;Overdracht krediet van 2017 naar 2018;6150;3750;;3750;;3750
BP2014_2023-5./3.2.4.3/0290-00/6141004/BESTUUR/CBS/IE-GEEN/U;3.2.4.3;0290-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet;110;110;110;110;110;110
BP2014_2023-5./3.2.4.3/0290-00/6150300/BESTUUR/CBS/IE-GEEN/U;3.2.4.3;0290-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;5500;2000;1000;1000;1000;1000
BP2014_2023-5./3.3.1.1/0200-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.1;0200-00;2240007;IE6;Wegen - Activa in aanbouw;;170000;400000;;;
BP2014_2023-5./3.3.1.3/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.3;0610-00;2140000;IE6;Overdracht krediet van 2017 naar 2018;19000;11000;;;;
BP2014_2023-5./3.3.1.4/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.4;0610-00;2140000;IE6;Overdracht krediet van 2017 naar 2018;18000;12000;;;;
BP2014_2023-5./3.3.1.5/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.5;0610-00;2140000;IE6;Overdracht krediet van 2017 naar 2018;0;;;;;
BP2014_2023-5./3.3.1.6/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.6;0610-00;2140000;IE6;Overdracht krediet van 2017 naar 2018;0;;;;;
BP2014_2023-5./3.3.1.7/0530-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.7;0530-00;2240007;IE6;Deelname Ruilverkaveling Willebringen;85680;85680;70000;70000;70000;70000
BP2014_2023-5./3.3.1.8/0680-00/2250000/BESTUUR/CBS/IE6/U;3.3.1.8;0680-00;2250000;IE6;Overige infrastructuur betreffende de wegen;;4500;;;;
BP2014_2023-5./3.3.1.8/0680-00/6103501/BESTUUR/CBS/IE-GEEN/U;3.3.1.8;0680-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;5847.38;;;;;
BP2014_2023-5./3.3.1.8/0680-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.1.8;0680-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);7184.38;;;;;
BP2014_2023-5./3.3.1.9/0119-00/1500000/BESTUUR/CBS/IE6/O;3.3.1.9;0119-00;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;75000;;;;
BP2014_2023-5./3.3.1.9/0119-00/2200900/BESTUUR/CBS/IE6/U;3.3.1.9;0119-00;2200900;IE6;Onbebouwde terreinen - andere terreinen - gemeenschapsgoederen - parkings;;225000;;;;
BP2014_2023-5./3.3.1.9/0200-00/2140007/BESTUUR/CBS/IE6/U;3.3.1.9;0200-00;2140007;IE6;Overdracht krediet van 2015 naar 2016;10000;10000;;;;
BP2014_2023-5./3.3.1.11/0190-00/2200000/BESTUUR/CBS/IE6/O;3.3.1.11;0190-00;2200000;IE6;Onbebouwde terreinen - gemeenschapsgoederen;;350000;;;;
BP2014_2023-5./3.3.2.3/0200-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.2.3;0200-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);55000;58000;58000;58000;66700;66700
BP2014_2023-5./3.3.2.3/0349-00/6131003/BESTUUR/CBS/IE-GEEN/U;3.3.2.3;0349-00;6131003;IE-GEEN;Erelonen en vergoedingen ontwerp en studieopdachten;7750;;;;;
BP2014_2023-5./3.3.2.3/0349-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.3.2.3;0349-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;15400;;;;;
BP2014_2023-5./3.3.2.4/0200-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.3.2.4;0200-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;;2500;;;;
BP2014_2023-5./3.3.2.4/0200-00/6150001/BESTUUR/CBS/IE-GEEN/U;3.3.2.4;0200-00;6150001;IE-GEEN;Aankoop klein materieel;;3500;;;;
BP2014_2023-5./3.3.2.5/0340-00/6640000/BESTUUR/CBS/IE6/U;3.3.2.5;0340-00;6640000;IE6;Aankoop bosgronden en milieureservaten;2258.12;5000;5000;;5000;
BP2014_2023-5./3.3.2.6/0340-00/6131003/BESTUUR/CBS/IE-GEEN/U;3.3.2.6;0340-00;6131003;IE-GEEN;Erelonen en vergoedingen ontwerp en studieopdachten;;16500;;;;
BP2014_2023-5./3.3.2.6/0340-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.3.2.6;0340-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;;3900;;;;
BP2014_2023-5./3.3.2.6/0349-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.3.2.6;0349-00;6159999;IE-GEEN;Project Molenbeekvalleikosten;0;;;;;
BP2014_2023-5./3.3.2.6/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.3.2.6;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;1000;2200;1000;1000;1000;1000
BP2014_2023-5./3.3.2.7/0329-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.3.2.7;0329-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;10000;12000;3000;3000;6000;3000
BP2014_2023-5./3.3.2.7/0329-00/6170001/BESTUUR/CBS/IE-GEEN/U;3.3.2.7;0329-00;6170001;IE-GEEN;Vergoeding aan personen ter beschikking gesteld van het bestuur;1000;500;500;500;500;500
BP2014_2023-5./3.3.2.7/0390-00/6170001/BESTUUR/CBS/IE-GEEN/U;3.3.2.7;0390-00;6170001;IE-GEEN;Vergoeding aan personen ter beschikking gesteld van het bestuur;6000;3000;1500;1500;1500;1500
BP2014_2023-5./3.3.3.1/0750-00/2400000/BESTUUR/CBS/IE6/U;3.3.3.1;0750-00;2400000;IE6;Meubilair - gemeenschapsgoederen;;;6000;;;
BP2014_2023-5./3.3.3.1/0750-00/6001000/BESTUUR/CBS/IE-GEEN/U;3.3.3.1;0750-00;6001000;IE-GEEN;Aankoop technisch materiaal;0;100;100;100;100;100
BP2014_2023-5./3.3.3.1/0750-00/6150800/BESTUUR/CBS/IE-GEEN/U;3.3.3.1;0750-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;;9000;9000;9000;9000;9000
BP2014_2023-5./3.3.3.1/0750-00/6153501/BESTUUR/CBS/IE-GEEN/U;3.3.3.1;0750-00;6153501;IE-GEEN;Aankoop houtsnippers;5000;2100;2100;2100;2100;2100
BP2014_2023-5./3.3.3.2/0750-00/2400000/BESTUUR/CBS/IE6/U;3.3.3.2;0750-00;2400000;IE6;aankoop van speeltoestellen (inrichting speelpleinen);3702.6;22000;23000;50000;6000;12000
BP2014_2023-5./3.3.3.3/0309-00/6493000/BESTUUR/CBS/IE-GEEN/U;3.3.3.3;0309-00;6493000;IE-GEEN;Subsidiering zwerfvuilacties;750;750;750;750;750;750
BP2014_2023-5./3.3.4.1/0310-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.1;0310-00;1500000;IE6;Groenstraat (incl. riolering) +  riolering Tiensestwg. & Lovenjoelsestraat;141179.87;285685.11;2758212.85;373500;;
BP2014_2023-5./3.3.4.1/0310-00/2140007/BESTUUR/CBS/IE6/U;3.3.4.1;0310-00;2140007;IE6;Heraanleg Groenstr,Herpendalstr en Dreefstraat (incl. riolering) studiekosten;50000;77900;93000;27227.68;;
BP2014_2023-5./3.3.4.1/0310-00/2280007/BESTUUR/CBS/IE6/U;3.3.4.1;0310-00;2280007;IE6;riolering diverse straten en ev. heraanleg straat;89000;847644.28;2000288.57;825910;;
BP2014_2023-5./3.3.4.1/0310-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.4.1;0310-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);170000;170000;170000;170000;170000;170000
BP2014_2023-5./3.3.4.1/0310-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.3.4.1;0310-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen;;5000;5000;5000;;
BP2014_2023-5./3.3.4.2/0341-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.2;0341-00;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;173378.2;;;;
BP2014_2023-5./3.3.4.2/0341-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.2;0341-00;2203000;IE6;Terreinen van waterlopen - gemeenschapsgoederen;;101000;;;;
BP2014_2023-5./3.3.4.3/0341-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.3;0341-00;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;85425;;;;
BP2014_2023-5./3.3.4.3/0341-00/2140000/BESTUUR/CBS/IE6/U;3.3.4.3;0341-00;2140000;IE6;Overdracht krediet van 2017 naar 2018;0;;;;;
BP2014_2023-5./3.3.4.3/0341-00/2200100/BESTUUR/CBS/IE6/U;3.3.4.3;0341-00;2200100;IE6;Onbebouwde terreinen - landbouwgronden - gemeenschapsgoederen;6600;;;;;
BP2014_2023-5./3.3.4.3/0341-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.3;0341-00;2203000;IE6;Terreinen van waterlopen - gemeenschapsgoederen;;239000;;;;
BP2014_2023-5./3.3.4.3/0341-00/6131001/BESTUUR/CBS/IE-GEEN/U;3.3.4.3;0341-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;4500;4000;;;;
BP2014_2023-5./3.3.4.3/0341-00/6430000/BESTUUR/CBS/IE-GEEN/U;3.3.4.3;0341-00;6430000;IE-GEEN;Vergoeding schadegevallen;12364.87;12364.87;;;;
BP2014_2023-5./3.3.4.4/0319-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.4;0319-00;2203000;IE6;Terreinen van waterlopen - gemeenschapsgoederen;;10000;;;;
BP2014_2023-5./3.3.4.5/0310-00/2280007/BESTUUR/CBS/IE6/U;3.3.4.5;0310-00;2280007;IE6;Aankoop IBA's;55681.69;20000;20000;20000;20000;20000
BP2014_2023-5./3.3.4.6/0310-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.3.4.6;0310-00;6491000;IE-GEEN;Subsidie hemelwaterputten/infiltratiesystemen enz...;500;750;750;750;750;750
BP2014_2023-5./3.4.1.1/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.1.1;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;;4000;4000;4000;4000;4000
BP2014_2023-5./3.4.1.1/0380-00/6493000/BESTUUR/CBS/IE-GEEN/U;3.4.1.1;0380-00;6493000;IE-GEEN;Toegestane werkingssubsidies aan verenigingen;;;;;;24000
BP2014_2023-5./3.4.1.1/0380-00/6499999/BESTUUR/CBS/IE-GEEN/U;3.4.1.1;0380-00;6499999;IE-GEEN;Andere toegestane werkingssubsidies;;;24000;;;
BP2014_2023-5./3.4.1.3/0380-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.4.1.3;0380-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;;7500;7500;;;
BP2014_2023-5./3.4.1.3/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.1.3;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;19890.400000000001;1500;1500;1500;1500;1500
BP2014_2023-5./3.4.1.4/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.1.4;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;5000;10000;10000;10000;10000;10000
BP2014_2023-5./3.4.2.1/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.1;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;4500;3000;3000;3000;3000;3000
BP2014_2023-5./3.4.2.2/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.2;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;1500;1500;1000;1000;1000;1000
BP2014_2023-5./3.4.2.3/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.3;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;104724;50000;30000;20000;20000;50000
BP2014_2023-5./3.4.2.4/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.4;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;3000;4000;4000;4000;4000;4000
BP2014_2023-5./3.4.2.5/0160-00/7404999/BESTUUR/CBS/IE-GEEN/O;3.4.2.5;0160-00;7404999;IE-GEEN;Subsidie Vlaanderen Internat.gemeentelijke samenwerking;0;;;;;
BP2014_2023-5./3.4.3.1/0309-00/2220007/BESTUUR/CBS/IE6/U;3.4.3.1;0309-00;2220007;IE6;Bebouwde terreinen - gemeenschapsgoederen - Activa in aanbouw;;3500;;;;
BP2014_2023-5./3.4.3.1/0309-00/2300000/BESTUUR/CBS/IE6/U;3.4.3.1;0309-00;2300000;IE6;elektrische tanspallet voor op CP;2776.95;;;;;
BP2014_2023-5./3.4.3.1/0309-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.3.1;0309-00;6159999;IE-GEEN;Overige exploitatiekosten;240000;240000;240000;240000;240000;240000
BP2014_2023-5./3.4.3.1/0309-00/7000003/BESTUUR/CBS/IE-GEEN/O;3.4.3.1;0309-00;7000003;IE-GEEN;Verkoop van schroot/oud ijzer;0;;;;;
BP2014_2023-5./3.4.3.1/0309-00/7000099/BESTUUR/CBS/IE-GEEN/O;3.4.3.1;0309-00;7000099;IE-GEEN;Opbrengsten uit andere verkopen;0;;;;;
BP2014_2023-5./3.4.3.1/0309-00/7040999/BESTUUR/CBS/IE-GEEN/O;3.4.3.1;0309-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten;5000;5000;5000;5000;5000;5000
BP2014_2023-5./3.4.3.1/0309-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.4.3.1;0309-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;20000;;;;;
BP2014_2023-5./3.4.3.2/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.3.2;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;250;250;250;250;250;250
BP2014_2023-5./3.4.3.2/0944-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.4.3.2;0944-00;6491000;IE-GEEN;Subsidie herbruikbare luiers;750;750;750;750;750;750
BP2014_2023-5./3.4.3.3/0329-00/6001000/BESTUUR/CBS/IE-GEEN/U;3.4.3.3;0329-00;6001000;IE-GEEN;Aankoop technisch materiaal;3500;8000;8000;8000;8000;8000
BP2014_2023-5./3.4.3.4/0309-00/6040000/BESTUUR/CBS/IE-GEEN/U;3.4.3.4;0309-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;11500;8500;8500;8500;8500;8500
BP2014_2023-5./3.4.3.4/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.3.4;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;;250;250;250;250;250
BP2014_2023-5./3.5.1.2/0610-00/2140000/BESTUUR/CBS/IE4/U;3.5.1.2;0610-00;2140000;IE4;Plannen en studies;11000;19000;;;;
BP2014_2023-5./3.5.1.4/0500-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6139999;IE-GEEN;Lokale economie;10000;10000;10000;10000;10000;10000
BP2014_2023-5./3.5.1.4/0500-00/6150006/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6150006;IE-GEEN;Lidmaatschappen;242;250;250;250;250;250
BP2014_2023-5./3.5.1.4/0500-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6159999;IE-GEEN;Overige exploitatiekosten;3910.45;4003.6;4000;4000;4000;4000
BP2014_2023-5./3.5.1.4/0500-00/7020999/BESTUUR/CBS/IE-GEEN/O;3.5.1.4;0500-00;7020999;IE-GEEN;Opbrengsten uit andere prestaties;1140;1140;1140;1140;1140;1140
BP2014_2023-5./3.5.1.4/0500-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.5.1.4;0500-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;3250;;;;;
BP2014_2023-5./3.5.1.4/0500-00/7450000/BESTUUR/CBS/IE-GEEN/O;3.5.1.4;0500-00;7450000;IE-GEEN;Recuperaties van kosten;;1000;1000;1000;1000;1000
BP2014_2023-5./3.5.1.4/0500-00/7450002/BESTUUR/CBS/IE-GEEN/O;3.5.1.4;0500-00;7450002;IE-GEEN;Vervallen kadoobonnen;2000;2000;2000;2000;2000;2000
BP2014_2023-5./3.5.1.6/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.1.6;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;;500;500;500;500;500
BP2014_2023-5./3.5.3.3/0520-00/6040000/BESTUUR/CBS/IE-GEEN/U;3.5.3.3;0520-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;300;300;300;300;300;300
BP2014_2023-5./3.5.3.3/0520-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.5.3.3;0520-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;600;250;250;250;250;250
BP2014_2023-5./3.5.3.3/0520-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.3.3;0520-00;6159999;IE-GEEN;Overige exploitatiekosten;8100;5000;5000;5000;5000;5000
BP2014_2023-5./3.5.3.3/0520-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.5.3.3;0520-00;7406999;IE-GEEN;subsidie leader drakenbos;3000;;;;;
BP2014_2023-5./3.5.3.4/0520-00/6150013/BESTUUR/CBS/IE-GEEN/U;3.5.3.4;0520-00;6150013;IE-GEEN;Drukwerk voor exploitatie;;5000;;;;
BP2014_2023-5./3.5.3.5/0520-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.3.5;0520-00;6159999;IE-GEEN;Overige exploitatiekosten - Toerisme;2500;5000;1000;1000;1000;1000
BP2014_2023-5./3.5.3.6/0200-00/2240000/BESTUUR/CBS/IE4/U;3.5.3.6;0200-00;2240000;IE4;Wegen;;50000;;;;
BP2014_2023-5./4.1.1.1/0190-00/6143005/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0190-00;6143005;IE-GEEN;Reis- en verblijfkosten (Dienstverplaatsing);2000;2000;2000;2000;2000;2000
BP2014_2023-5./4.1.1.1/0701-00/6141007/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);30;30;30;45;45;45
BP2014_2023-5./4.1.1.1/0701-00/6201000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;41170.5;42250;43306;44389;45499;46636
BP2014_2023-5./4.1.1.1/0701-00/6202000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;0;;;;;
BP2014_2023-5./4.1.1.1/0701-00/6203000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;336129.1;387503;397191;407121;417299;427731
BP2014_2023-5./4.1.1.1/0701-00/6211000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;16631.900000000001;17073;17500;17938;18386;18846
BP2014_2023-5./4.1.1.1/0701-00/6211001/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;;;;;
BP2014_2023-5./4.1.1.1/0701-00/6213000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;97831.84;113282;116114;119017;121992;125042
BP2014_2023-5./4.1.1.1/0701-00/6221100/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;400;400;400;400;400;400
BP2014_2023-5./4.1.1.1/0701-00/6222000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;0;;;;;
BP2014_2023-5./4.1.1.1/0701-00/6222100/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;0;;;;;
BP2014_2023-5./4.1.1.1/0701-00/6223000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;6000;6120;6242;9363;9550;9741
BP2014_2023-5./4.1.1.1/0701-00/6223100/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;2000;2000;2000;2000;2000;2000
