Code;Actie;Beleidsitem;Alg. rek.;Investeringsenveloppe;Omschrijving;Res. raming
3.3.1.6/0610-00/2140000/BESTUUR/CBS/0/IE6/U;3.3.1.6;0610-00;2140000;IE6;RUP voetbal Lovenjoel en Bierbeek;€ 45.000,00
3.3.1.7/0530-00/2240007/BESTUUR/CBS/0/IE6/U;3.3.1.7;0530-00;2240007;IE6;Deelname Ruilverkaveling Willebringen;€ 51.408,00
3.3.1.8/0680-00/1500000/BESTUUR/CBS/300/IE6/O;3.3.1.8;0680-00;1500000;IE6;Uitvoering binnengebied Opvelp;€ 0,00
3.3.1.8/0680-00/2140007/BESTUUR/CBS/0/IE6/U;3.3.1.8;0680-00;2140007;IE6;Overdracht krediet van 2015 naar 2016;€ 5.954,17
3.3.1.8/0680-00/2200400/BESTUUR/CBS/0/IE6/U;3.3.1.8;0680-00;2200400;IE6;Onbebouwde terreinen - parken & tuinen - gemeenschapsgoederen;€ 100.000,00
3.3.1.9/0119-00/1500000/BESTUUR/CBS/300/IE6/O;3.3.1.9;0119-00;1500000;IE6;herinrichting bovenparking (uitvoering);€ 50.000,00
3.3.1.9/0119-00/2240007/BESTUUR/CBS/0/IE6/U;3.3.1.9;0119-00;2240007;IE6;Wegen - Activa in aanbouw;€ 100.000,00
3.3.1.9/0200-00/2140007/BESTUUR/CBS/0/IE6/U;3.3.1.9;0200-00;2140007;IE6;Overdracht krediet van 2015 naar 2016;€ 10.000,00
3.3.1.11/0190-00/2200000/BESTUUR/CBS/500/IE6/O;3.3.1.11;0190-00;2200000;IE6;Onbebouwde terreinen - gemeenschapsgoederen;€ 200.000,00
3.3.2.3/0200-00/6103510/BESTUUR/CBS/0/IE-GEEN/U;3.3.2.3;0200-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 57.500,00
3.3.2.4/0200-00/6150001/BESTUUR/CBS/0/IE-GEEN/U;3.3.2.4;0200-00;6150001;IE-GEEN;Aankoop klein materieel;€ 3.000,00
3.3.2.5/0340-00/6640000/BESTUUR/CBS/800/IE6/U;3.3.2.5;0340-00;6640000;IE6;Aankoop bosgronden en milieureservaten;€ 5.000,00
3.3.2.6/0340-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.3.2.6;0340-00;6159999;IE-GEEN;Opmaak beheerplan bos/holle wegen;€ 5.000,00
3.3.2.6/0380-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.3.2.6;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.500,00
3.3.2.7/0329-00/2300000/BESTUUR/CBS/0/IE6/U;3.3.2.7;0329-00;2300000;IE6;Overdracht krediet van 2015 naar 2016;€ 5.000,00
3.3.2.7/0329-00/6170001/BESTUUR/CBS/0/IE-GEEN/U;3.3.2.7;0329-00;6170001;IE-GEEN;Vergoeding aan personen ter beschikking gesteld van het bestuur;€ 3.000,00
3.3.3.1/0750-00/2200500/BESTUUR/CBS/0/IE6/U;3.3.3.1;0750-00;2200500;IE6;Onbebouwde terreinen - sport- en speelpleinen - gemeenschapsgoederen;€ 9.300,00
3.3.3.1/0750-00/2400000/BESTUUR/CBS/0/IE6/U;3.3.3.1;0750-00;2400000;IE6;aanleg  speelpleinen;€ 10.000,00
3.3.3.1/0750-00/6001000/BESTUUR/CBS/0/IE-GEEN/U;3.3.3.1;0750-00;6001000;IE-GEEN;Aankoop technisch materiaal;€ 1.000,00
3.3.3.2/0750-00/2400000/BESTUUR/CBS/0/IE6/U;3.3.3.2;0750-00;2400000;IE6;aankoop van speeltoestellen (inrichting speelpleinen);€ 14.386,02
3.3.3.3/0309-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;3.3.3.3;0309-00;6493000;IE-GEEN;Subsidiering zwerfvuilacties;€ 750,00
3.3.4.1/0310-00/1500000/BESTUUR/CBS/300/IE6/O;3.3.4.1;0310-00;1500000;IE6;Overdracht krediet van 2015 naar 2016;€ 517.855,03
3.3.4.1/0310-00/2140007/BESTUUR/CBS/0/IE6/U;3.3.4.1;0310-00;2140007;IE6;Heraanleg Groenstr,Herpendalstr en Dreefstraat (incl. riolering) studiekosten;€ 68.839,89
3.3.4.1/0310-00/2280007/BESTUUR/CBS/0/IE6/U;3.3.4.1;0310-00;2280007;IE6;Overdracht krediet van 2015 naar 2016;€ 150.000,00
3.3.4.1/0310-00/6103510/BESTUUR/CBS/0/IE-GEEN/U;3.3.4.1;0310-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 135.700,00
3.3.4.1/0310-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.3.4.1;0310-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen;€ 15.000,00
3.3.4.2/0341-00/1500000/BESTUUR/CBS/300/IE6/O;3.3.4.2;0341-00;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;€ 191.878,20
3.3.4.2/0341-00/2203000/BESTUUR/CBS/0/IE6/U;3.3.4.2;0341-00;2203000;IE6;Terreinen van waterlopen - gemeenschapsgoederen;€ 109.000,00
3.3.4.3/0341-00/1500000/BESTUUR/CBS/300/IE6/O;3.3.4.3;0341-00;1500000;IE6;Overdracht krediet van 2015 naar 2016;€ 6.375,00
3.3.4.3/0341-00/2140000/BESTUUR/CBS/0/IE6/U;3.3.4.3;0341-00;2140000;IE6;Plannen en studies;€ 7.440,00
3.3.4.3/0341-00/2200100/BESTUUR/CBS/0/IE6/U;3.3.4.3;0341-00;2200100;IE6;Onbebouwde terreinen - landbouwgronden - gemeenschapsgoederen;€ 7.500,00
3.3.4.3/0341-00/2203000/BESTUUR/CBS/0/IE6/U;3.3.4.3;0341-00;2203000;IE6;Erosiebestrijding;€ 115.000,00
3.3.4.4/0310-00/6103510/BESTUUR/CBS/0/IE-GEEN/U;3.3.4.4;0310-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 13.500,00
3.3.4.4/0319-00/2203000/BESTUUR/CBS/0/IE6/U;3.3.4.4;0319-00;2203000;IE6;Terreinen van waterlopen - gemeenschapsgoederen;€ 10.000,00
3.3.4.5/0310-00/2280007/BESTUUR/CBS/0/IE6/U;3.3.4.5;0310-00;2280007;IE6;Aankoop IBA's;€ 31.665,11
3.3.4.6/0310-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.3.4.6;0310-00;6491000;IE-GEEN;Subsidie hemelwaterputten/infiltratiesystemen enz...;€ 6.000,00
3.3.4.6/0310-00/6491000/BESTUUR/CBS/600/IE-GEEN/U;3.3.4.6;0310-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen;
3.4.1.1/0119-00/2210107/BESTUUR/CBS/0/IE6/U;3.4.1.1;0119-00;2210107;IE6;Overdracht krediet van 2015 naar 2016;€ 17.548,35
3.4.1.1/0380-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.4.1.1;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 4.000,00
3.4.1.3/0380-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.4.1.3;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.500,00
3.4.1.4/0160-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.4.1.4;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 2.200,00
3.4.2.1/0160-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.4.2.1;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 3.000,00
3.4.2.2/0160-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.4.2.2;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.000,00
3.4.2.3/0160-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.4.2.3;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 122.855,62
3.4.2.4/0160-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.4.2.4;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 3.000,00
3.4.2.5/0160-00/7404999/BESTUUR/CBS/300/IE-GEEN/O;3.4.2.5;0160-00;7404999;IE-GEEN;Subsidie Vlaanderen Internat.gemeentelijke samenwerking;€ 0,00
3.4.3.1/0309-00/2220007/BESTUUR/CBS/0/IE6/U;3.4.3.1;0309-00;2220007;IE6;Overdracht krediet van 2015 naar 2016;€ 40.300,00
3.4.3.1/0309-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.4.3.1;0309-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 271.500,00
3.4.3.1/0309-00/7000003/BESTUUR/CBS/0/IE-GEEN/O;3.4.3.1;0309-00;7000003;IE-GEEN;Verkoop van schroot/oud ijzer;€ 8.000,00
3.4.3.1/0309-00/7000099/BESTUUR/CBS/0/IE-GEEN/O;3.4.3.1;0309-00;7000099;IE-GEEN;Opbrengsten uit andere verkopen;€ 5.500,00
3.4.3.1/0309-00/7040999/BESTUUR/CBS/0/IE-GEEN/O;3.4.3.1;0309-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten;€ 5.000,00
3.4.3.2/0380-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.4.3.2;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 400,00
3.4.3.2/0944-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.4.3.2;0944-00;6491000;IE-GEEN;Subsidie herbruikbare luiers;€ 1.000,00
3.4.3.3/0329-00/6001000/BESTUUR/CBS/0/IE-GEEN/U;3.4.3.3;0329-00;6001000;IE-GEEN;Aankoop technisch materiaal;€ 3.000,00
3.4.3.4/0309-00/6040000/BESTUUR/CBS/0/IE-GEEN/U;3.4.3.4;0309-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;€ 15.500,00
3.4.3.4/0380-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.4.3.4;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 750,00
3.5.1.1/0610-00/6131002/BESTUUR/CBS/0/IE-GEEN/U;3.5.1.1;0610-00;6131002;IE-GEEN;behoefteonderzoek lokaal bedrijventerrein;€ 2.500,00
3.5.1.2/0610-00/2140000/BESTUUR/CBS/0/IE4/U;3.5.1.2;0610-00;2140000;IE4;Plannen en studies;€ 15.000,00
3.5.1.4/0500-00/6103501/BESTUUR/CBS/0/IE-GEEN/U;3.5.1.4;0500-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;€ 6.100,00
3.5.1.4/0500-00/6139999/BESTUUR/CBS/0/IE-GEEN/U;3.5.1.4;0500-00;6139999;IE-GEEN;Lokale economie;€ 7.500,00
3.5.1.4/0500-00/6150001/BESTUUR/CBS/0/IE-GEEN/U;3.5.1.4;0500-00;6150001;IE-GEEN;Aankoop klein materieel;€ 1.800,00
3.5.1.4/0500-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.5.1.4;0500-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 3.630,70
3.5.1.4/0500-00/7020999/BESTUUR/CBS/0/IE-GEEN/O;3.5.1.4;0500-00;7020999;IE-GEEN;Opbrengsten uit andere prestaties;€ 2.025,00
3.5.1.4/0500-00/7406999/BESTUUR/CBS/400/IE-GEEN/O;3.5.1.4;0500-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;€ 12.534,46
3.5.1.6/0380-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.5.1.6;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 250,00
3.5.3.4/0520-00/6150013/BESTUUR/CBS/0/IE-GEEN/U;3.5.3.4;0520-00;6150013;IE-GEEN;Drukwerk voor exploitatie;€ 5.000,00
3.5.3.5/0520-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;3.5.3.5;0520-00;6159999;IE-GEEN;Overige exploitatiekosten - Toerisme;€ 1.000,00
3.5.3.6/0680-00/6103501/BESTUUR/CBS/0/IE-GEEN/U;3.5.3.6;0680-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;€ 5.000,00
4.1.1.1/0190-00/6143005/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0190-00;6143005;IE-GEEN;Reis- en verblijfkosten (Dienstverplaatsing);€ 2.000,00
4.1.1.1/0701-00/6141007/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 20,00
4.1.1.1/0701-00/6201000/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 36.500,00
4.1.1.1/0701-00/6202000/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;€ 0,00
4.1.1.1/0701-00/6203000/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 309.582,35
4.1.1.1/0701-00/6211000/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 16.000,00
4.1.1.1/0701-00/6211001/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 0,00
4.1.1.1/0701-00/6213000/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;€ 77.498,00
4.1.1.1/0701-00/6221100/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 0,00
4.1.1.1/0701-00/6222000/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;€ 0,00
4.1.1.1/0701-00/6222100/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;€ 0,00
4.1.1.1/0701-00/6223000/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;€ 3.572,12
4.1.1.1/0701-00/6223100/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;€ 2.077,16
4.1.1.1/0701-00/6230001/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 700,00
4.1.1.1/0701-00/6231003/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6231003;IE-GEEN;Vakbondspremies;€ 484,21
4.1.1.1/0701-00/6231004/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.1;0701-00;6231004;IE-GEEN;Maaltijdcheques;€ 13.000,00
4.1.1.1/0701-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;0701-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;
4.1.1.1/0701-00/6499000/BESTUUR/CBS/800/IE-GEEN/U;4.1.1.1;0701-00;6499000;IE-GEEN;Samenwerkingsovereenkomsten;€ 0,00
4.1.1.1/0701-00/7470000/BESTUUR/CBS/0/IE-GEEN/O;4.1.1.1;0701-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;€ 2.000,00
4.1.1.1/0709-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.1.1.1;0709-00;6493000;IE-GEEN;doorstorting werkingskosten  vzw De borre;€ 14.490,87
4.1.1.2/0750-00/6149000/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.2;0750-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 500,00
4.1.1.3/0740-00/6120999/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.3;0740-00;6120999;IE-GEEN;Overige verzekeringen;€ 300,00
4.1.1.3/0740-00/6139999/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.3;0740-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 2.000,00
4.1.1.3/0740-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.3;0740-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 300,00
4.1.1.4/0740-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.4;0740-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.100,00
4.1.1.4/0740-00/7005002/BESTUUR/CBS/0/IE-GEEN/O;4.1.1.4;0740-00;7005002;IE-GEEN;Opbrengsten uit bar/cafetaria;€ 270,00
4.1.1.4/0740-00/7010002/BESTUUR/CBS/0/IE-GEEN/O;4.1.1.4;0740-00;7010002;IE-GEEN;Inschrijvingsgelden;€ 30,00
4.1.1.5/0740-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;4.1.1.5;0740-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.015,00
4.1.2.1/0119-00/2210107/BESTUUR/CBS/0/IE5/U;4.1.2.1;0119-00;2210107;IE5;Gebouwen - administratieve gebouwen - gemeenschapsgoederen - Activa in aanbouw;€ 10.000,00
4.1.2.1/0701-00/2400000/BESTUUR/CBS/0/IE5/U;4.1.2.1;0701-00;2400000;IE5;theatertechnische investeringen;€ 10.285,01
4.1.2.1/0709-00/2210500/BESTUUR/CBS/0/IE5/U;4.1.2.1;0709-00;2210500;IE5;electriciteit/verwarmingsketel buurthuis Korbeek-Lo;€ 35.000,00
4.1.2.1/0709-00/2300000/BESTUUR/CBS/0/IE5/U;4.1.2.1;0709-00;2300000;IE5;aankopen De Velpe & Buurthuis;€ 4.300,00
4.1.2.1/0709-00/2420000/BESTUUR/CBS/0/IE5/U;4.1.2.1;0709-00;2420000;IE5;Overdracht krediet van 2015 naar 2016;€ 456,16
4.1.2.1/0740-00/2400000/BESTUUR/CBS/0/IE5/U;4.1.2.1;0740-00;2400000;IE5;aankoop afspuitstand MTB;€ 13.000,00
4.1.2.2/0701-00/2140007/BESTUUR/CBS/0/IE5/U;4.1.2.2;0701-00;2140007;IE5;cultuur  Verhogen van kijk-en zitcomfort (studiekosten);€ 35.700,00
4.1.2.3/0709-00/6640000/BESTUUR/CBS/800/IE5/U;4.1.2.3;0709-00;6640000;IE5;Toegestane investeringssubsidies;€ 28.000,00
4.2.1.1/0750-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.1;0750-00;6493000;IE-GEEN;Subsidie jeugdwerk;€ 14.426,19
4.2.1.2/0740-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.2;0740-00;6493000;IE-GEEN;Impulssubsidies sportverenigingen;€ 8.500,00
4.2.1.3/0740-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.3;0740-00;6493000;IE-GEEN;Toelage sportverenigingen;€ 13.500,00
4.2.1.4/0701-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;4.2.1.4;0701-00;6493000;IE-GEEN;Toegestane werkingssubsidies aan verenigingen;
4.2.1.4/0701-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.4;0701-00;6493000;IE-GEEN;Subsidies aan sociaal-culturele verenigingen;€ 16.550,00
4.2.1.5/0750-00/6160200/BESTUUR/CBS/0/IE-GEEN/U;4.2.1.5;0750-00;6160200;IE-GEEN;Huur voertuigen;€ 6.500,00
4.2.1.6/0750-00/6640000/BESTUUR/CBS/800/IE6/U;4.2.1.6;0750-00;6640000;IE6;Toegestane investeringssubsidies;€ 35.806,51
4.2.1.7/0750-00/6149000/BESTUUR/CBS/0/IE-GEEN/U;4.2.1.7;0750-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 0,00
4.2.2.1/0701-00/2400000/BESTUUR/CBS/0/IE6/U;4.2.2.1;0701-00;2400000;IE6;aankopen materiaal uitleendienst;€ 2.000,00
4.2.2.1/0750-00/6001000/BESTUUR/CBS/0/IE-GEEN/U;4.2.2.1;0750-00;6001000;IE-GEEN;Aankoop technisch materiaal;
4.2.2.1/0750-00/6153501/BESTUUR/CBS/0/IE-GEEN/U;4.2.2.1;0750-00;6153501;IE-GEEN;Aankoop houtsnippers;€ 1.000,00
4.3.1.1/0729-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;4.3.1.1;0729-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 500,00
4.3.1.2/0729-00/2250000/BESTUUR/CBS/0/IE6/U;4.3.1.2;0729-00;2250000;IE6;Overige infrastructuur betreffende de wegen;€ 3.000,00
4.3.1.3/0729-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;4.3.1.3;0729-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 200,00
4.3.2.1/0729-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;4.3.2.1;0729-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 6.800,00
4.3.2.1/0729-00/7406999/BESTUUR/CBS/400/IE-GEEN/O;4.3.2.1;0729-00;7406999;IE-GEEN;erfgoeddag rituelen;€ 0,00
4.3.2.2/0729-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;4.3.2.2;0729-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.000,00
4.3.3.1/0720-03/1500000/BESTUUR/CBS/300/IE6/O;4.3.3.1;0720-03;1500000;IE6;Overdracht krediet van 2015 naar 2016;€ 12.007,00
4.3.3.1/0720-03/2140000/BESTUUR/CBS/0/IE6/U;4.3.3.1;0720-03;2140000;IE6;studiekosten pastorie Bierbeek;€ 41.006,53
4.3.3.2/0720-03/1500000/BESTUUR/CBS/300/IE6/O;4.3.3.2;0720-03;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;
4.3.3.2/0720-03/2140000/BESTUUR/CBS/0/IE6/U;4.3.3.2;0720-03;2140000;IE6;Plannen en studies Sint Hilariuskerk gevel;€ 0,00
4.3.3.4/0720-01/6640000/BESTUUR/CBS/480/IE6/U;4.3.3.4;0720-01;6640000;IE6;Toegestane investeringssubsidies;€ 20.000,05
4.3.3.4/0720-02/6640000/BESTUUR/CBS/480/IE6/U;4.3.3.4;0720-02;6640000;IE6;Toegestane investeringssubsidies;€ 135.835,86
4.3.3.4/0720-03/6640000/BESTUUR/CBS/480/IE6/U;4.3.3.4;0720-03;6640000;IE6;Toegestane investeringssubsidies;€ 10.000,00
4.3.3.4/0720-04/6640000/BESTUUR/CBS/480/IE6/U;4.3.3.4;0720-04;6640000;IE6;Overdracht krediet van 2015 naar 2016;€ 19.209,12
5.1.1.3/0800-02/1500000/BESTUUR/CBS/800/IE6/O;5.1.1.3;0800-02;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;€ 12.500,00
5.1.1.3/0800-02/2410000/BESTUUR/CBS/0/IE6/U;5.1.1.3;0800-02;2410000;IE6;Overdracht krediet van 2015 naar 2016;€ 12.500,00
5.1.2.1/0800-02/6207000/BESTUUR/CBS/0/IE-GEEN/U;5.1.2.1;0800-02;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;€ 47.803,44
5.1.2.2/0800-02/6207000/BESTUUR/CBS/0/IE-GEEN/U;5.1.2.2;0800-02;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;€ 18.385,94
5.1.2.3/0800-02/6207000/BESTUUR/CBS/0/IE-GEEN/U;5.1.2.3;0800-02;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;€ 7.354,38
5.1.3.2/0800-01/2140007/BESTUUR/CBS/0/IE6/U;5.1.3.2;0800-01;2140007;IE6;Plannen en studies - Activa in aanbouw;€ 13.200,00
5.1.3.2/0800-01/2210200/BESTUUR/CBS/0/IE6/U;5.1.3.2;0800-01;2210200;IE6;Gebouwen - schoolgebouwen - gemeenschapsgoederen;€ 333.000,00
5.1.3.2/0800-01/6100200/BESTUUR/CBS/0/IE-GEEN/U;5.1.3.2;0800-01;6100200;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (korte termijn);€ 5.000,00
5.1.3.3/0800-02/1500000/BESTUUR/CBS/300/IE6/O;5.1.3.3;0800-02;1500000;IE6;sanitair school;€ 0,00
5.1.3.3/0800-02/2210200/BESTUUR/CBS/0/IE6/U;5.1.3.3;0800-02;2210200;IE6;Extra sanitair;€ 15.000,00
5.1.3.4/0800-02/1500000/BESTUUR/CBS/300/IE6/O;5.1.3.4;0800-02;1500000;IE6;Overdracht krediet van 2015 naar 2016;€ 28.097,93
5.1.3.4/0800-02/2210200/BESTUUR/CBS/0/IE6/U;5.1.3.4;0800-02;2210200;IE6;Gebouwen - schoolgebouwen - gemeenschapsgoederen;€ 125.000,00
5.1.3.5/0800-02/2400000/BESTUUR/CBS/0/IE6/U;5.1.3.5;0800-02;2400000;IE6;aankoop van speeltoestellen (school);€ 7.500,00
5.1.3.6/0800-01/2400000/BESTUUR/CBS/0/IE6/U;5.1.3.6;0800-01;2400000;IE6;Meubilair - gemeenschapsgoederen;€ 3.250,00
5.1.3.6/0800-02/2400000/BESTUUR/CBS/0/IE6/U;5.1.3.6;0800-02;2400000;IE6;Meubilair - gemeenschapsgoederen;€ 21.800,00
5.2.1.2/0740-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;5.2.1.2;0740-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.000,00
5.2.1.2/0889-00/6139999/BESTUUR/CBS/0/IE-GEEN/U;5.2.1.2;0889-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 2.400,00
5.2.1.2/0889-00/6159999/BESTUUR/CBS/0/IE-GEEN/U;5.2.1.2;0889-00;6159999;IE-GEEN;Overige exploitatiekosten - schoolsport en naschoolse sportactiviteiten;€ 2.500,00
5.2.1.2/0889-00/7040003/BESTUUR/CBS/0/IE-GEEN/O;5.2.1.2;0889-00;7040003;IE-GEEN;Tussenkomsten van ouders in het toezicht en de bijlessen;€ 500,00
6.1.1.1/0410-00/6494000/BESTUUR/CBS/470/IE-GEEN/U;6.1.1.1;0410-00;6494000;IE-GEEN;Bijdrage  werking brandweer;€ 317.000,00
6.1.1.1/0410-00/6640000/BESTUUR/CBS/470/IE6/U;6.1.1.1;0410-00;6640000;IE6;Toegestane investeringssubsidies;€ 68.823,07
6.1.1.2/0400-00/6494000/BESTUUR/CBS/460/IE-GEEN/U;6.1.1.2;0400-00;6494000;IE-GEEN;Bijdrage  werking politie;€ 868.780,00
6.1.2.4/0490-00/2410000/BESTUUR/CBS/0/IE6/U;6.1.2.4;0490-00;2410000;IE6;uitwerking en implementatie DRP tss OCMW en GH;€ 41.282,44
6.1.3.1/0119-00/6149000/BESTUUR/CBS/0/IE-GEEN/U;6.1.3.1;0119-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 100,00
GBB-CBS/0010-00/7400000/BESTUUR/CBS/300/IE-GEEN/O;GBB-CBS;0010-00;7400000;IE-GEEN;Gemeentefonds;€ 1.333.276,00
GBB-CBS/0010-00/7404999/BESTUUR/CBS/100/IE-GEEN/O;GBB-CBS;0010-00;7404999;IE-GEEN;Overige algemene werkingssubsidies;€ 357.129,98
